Unnamed: 0.1,Unnamed: 0,index,suid,headline,timestamp_clean,relevant,sentiment_international,sentiment_economy,sentiment_financial_markets,sentiment_consumer,sentiment_housing,sentiment_labor,sentiment_inflation,hawk_dove,relevant_confidence,topic_international_confidence,topic_economy_confidence,topic_financial_markets_confidence,topic_consumer_confidence,topic_housing_confidence,topic_labor_confidence,topic_inflation_confidence,hawk_dove_confidence,_reviewed,speaker_,speaker__confidence,speaker__reasoning,speaker__model,speaker__temp,speaker__config_id
3544.0,3544.0,,RBTVBVDWLU6M,*MESTER: FED TIGHTENING NEEDS TO BE `RESOLUTE AND INTENTIONAL’,2022-05-13 16:00:00.013000+00:00,1,,,1.0,,,,1.0,1.0,95.0,100.0,85.0,60.0,90.0,85.0,90.0,70.0,95.0,1,mester,0.95,"The speaker is identified as 'Mester' in the headline, which follows the pattern of '[LASTNAME]: [CONTENT]'. This indicates that Mester is the primary speaker being quoted.",openai/gpt-4o-mini,0.1,
3545.0,3545.0,,RC4Z4AT0AFB8,"*NEW YORK FED SAYS CORRIGAN DIED ON MAY 17, AGE 80",2022-05-19 15:31:22.948000+00:00,0,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,unknown,0.8,"The headline states 'NEW YORK FED SAYS', suggesting that the speaker is the New York Federal Reserve itself rather than an individual. Since no specific person is quoted or mentioned, I identified the speaker as 'unknown'.",openai/gpt-4o-mini,0.1,
3546.0,3546.0,1596.0,RBTVBVDWLU6L,*FED'S MESTER: RISKS TO INFLATION REMAIN STRONGLY ON THE UPSIDE,2022-05-13 16:00:00.012000+00:00,1,,,,,,,-2.0,2.0,,,,,,,,,,1,mester,0.95,"The headline follows the 'FED Format', which includes 'FED'S' followed by the lastname 'MESTER'. I extracted 'mester' as the speaker's lastname.",openai/gpt-4o-mini,0.1,
3547.0,3547.0,,RCCP4YDWX2PU,*FEDERAL RESERVE SAYS POWELL SWORN IN FOR SECOND TERM AS CHAIR,2022-05-23 19:45:00+00:00,0,,,,,,,,,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,powell,0.9,"The headline indicates that the Federal Reserve is announcing that Powell has been sworn in for a second term as Chair. The phrase 'FEDERAL RESERVE SAYS POWELL' follows the pattern where 'FEDERAL RESERVE' is the organization speaking, and 'POWELL' is the individual being mentioned.",openai/gpt-4o-mini,0.1,
3548.0,3548.0,452.0,RC1I94T1UM0W,*POWELL: POSSIBLE THAT NATURAL RATE OF UNEMPLOYMENT HAS RISEN,2022-05-17 18:34:16.513000+00:00,1,,-2.0,,,,-2.0,-1.0,0.0,90.0,100.0,80.0,100.0,100.0,100.0,95.0,75.0,85.0,1,powell,0.95,"The headline starts with 'POWELL', which clearly identifies Jerome Powell as the speaker, following the Simple Format pattern where the speaker's lastname is mentioned directly before the colon.",openai/gpt-4o-mini,0.1,
3549.0,3549.0,1276.0,RC1HOQT0AFB7,*POWELL: MORE LABOR DEMAND THAN PEOPLE AVAILABLE BY BIG MARGIN,2022-05-17 18:22:02.972000+00:00,1,,,,,,2.0,1.0,2.0,,,,,,,,,,1,powell,1.0,"The headline begins with 'POWELL', which clearly identifies the speaker. This follows the 'Simple Format' where the lastname is directly stated.",openai/gpt-4o-mini,0.1,
3552.0,3552.0,25.0,RC5BSYT0G1L1,*KASHKARI: FED GUIDANCE DONE `QUITE A BIT' TO REMOVE SUPPORT,2022-05-19 20:05:22.864000+00:00,1,,-1.0,-2.0,-1.0,,,1.0,1.0,90.0,100.0,80.0,85.0,75.0,100.0,100.0,75.0,85.0,1,kashkari,0.95,"The headline begins with 'KASHKARI', indicating that he is the primary speaker being quoted. This follows the 'Simple Format' pattern where the lastname is directly mentioned.",openai/gpt-4o-mini,0.1,
3554.0,3554.0,140.0,RC6Z19T0AFB4,*BULLARD: EXPECT UNEMPLOYMENT RATE TO CONTINUE TO TICK DOWN,2022-05-20 17:24:45.106000+00:00,1,,1.0,,,,2.0,,1.0,90.0,100.0,85.0,100.0,100.0,100.0,98.0,100.0,75.0,1,bullard,0.95,"The speaker identified in the headline is 'BULLARD', which fits the pattern of '[LASTNAME]: ...'. Therefore, the extracted lastname is 'bullard'.",openai/gpt-4o-mini,0.1,
3555.0,3555.0,,RCOF38BYLVCW,*BIDEN TO MEET WITH FED CHAIR JEROME POWELL ON TUESDAY,2022-05-30 03:30:44.257000+00:00,0,,,,,,,,,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,powell,0.9,"The headline mentions 'FED CHAIR JEROME POWELL', which fits the Title Format pattern where the title precedes the first and last name. The last name 'POWELL' is extracted.",openai/gpt-4o-mini,0.1,
3557.0,3557.0,1081.0,RCGJCRDWRGG3,*BRAINARD: NO DECISION HAS BEEN MADE ON US ISSUING A CBDC,2022-05-25 21:30:00.005000+00:00,0,,,,,,,,,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,brainard,0.95,"The headline starts with 'BRAINARD', indicating that this is the speaker being quoted. This follows the Title Format pattern where the person's lastname is directly mentioned.",openai/gpt-4o-mini,0.1,
3558.0,3558.0,,RBDFJFT0AFB5,*POWELL OPENS PRESS CONFERENCE SAYING INFLATION `MUCH TOO HIGH',2022-05-04 18:33:15.396000+00:00,0,,,,,,,,,,,,,,,,,,1,powell,0.95,"The headline clearly states 'POWELL OPENS PRESS CONFERENCE', indicating that Powell is the primary speaker. This fits the Simple Format pattern where the last name is directly mentioned before any action.",openai/gpt-4o-mini,0.1,
3559.0,3559.0,,RBDHLNT0AFB5,*FEDERAL RESERVE CHAIR JEROME POWELL ENDS PRESS CONFERENCE,2022-05-04 19:17:47.424000+00:00,0,,,,,,,,,,,,,,,,,,1,powell,0.9,"The headline mentions 'JEROME POWELL', who is the Federal Reserve Chair. I identified the speaker using the Title Format, where 'CHAIR' precedes the first name and last name of the speaker.",openai/gpt-4o-mini,0.1,
3560.0,3560.0,1501.0,RBOH88DWRGG5,*WALLER: DONâ€™T SEE ANYTHING BAD HAPPENING TO THE HOUSING MARKET,2022-05-10 17:43:20.918000+00:00,1,,,,,2.0,,,0.0,,,,,,,,,,1,waller,0.95,"The headline starts with 'WALLER', which indicates that this is the speaker being quoted. This matches the Common Patterns for speaker identification.",openai/gpt-4o-mini,0.1,
3561.0,3561.0,978.0,RCTAFGT1UM0W,*BULLARD: ANECDOTAL REPORTS CONSISTENT WITH CONTINUED US GROWTH,2022-06-01 18:45:00+00:00,1,,1.0,,,,,,0.0,95.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,80.0,1,bullard,0.9,"The speaker is identified as 'BULLARD' in the headline, which follows the 'Action Format' where a lastname is presented directly. This indicates that Bullard is the primary speaker.",openai/gpt-4o-mini,0.1,
3562.0,3562.0,1014.0,RCTBOIT0G1KW,*FED'S BARKIN SAYS HE DOESN'T SEE A RECESSION IN THE DATA,2022-06-01 19:05:06.020000+00:00,1,,2.0,,,,,,0.0,90.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,85.0,1,barkin,0.95,"The headline uses the FED format, indicating that 'BARKIN' is the speaker quoted by the Fed.",openai/gpt-4o-mini,0.1,
3563.0,3563.0,1250.0,RCT1BTT0AFB4,*DALY: CONTACTS DON'T SEE CONSISTENT REQUESTS FOR HIGHER WAGES,2022-06-01 15:21:29.574000+00:00,1,,,,,,1.0,1.0,0.0,95.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,80.0,1,daly,0.9,"The headline starts with 'DALY', indicating the speaker's name. This fits the 'Simple Format' pattern where the last name is mentioned first.",openai/gpt-4o-mini,0.1,
3564.0,3564.0,1400.0,RCT6D7T0G1KW,*BULLARD SAYS `GLOBAL QT' SHOULD PUT UPWARD PRESSURE ON RATES,2022-06-01 17:10:19.200000+00:00,1,2.0,,,,,,-1.0,0.0,,,,,,,,,,1,bullard,0.95,The headline follows the 'Simple Format' where 'BULLARD SAYS' clearly identifies the speaker as Bullard. This is a common pattern for speaker identification.,openai/gpt-4o-mini,0.1,
3565.0,3565.0,,RD4FHJT1UM17,"*U.S. APRIL CONSUMER CREDIT RISES $38.1 BILLION, FED SAYS",2022-06-07 19:00:55.413000+00:00,0,,0.0,0.0,1.0,,,,,95.0,100.0,60.0,60.0,70.0,100.0,100.0,100.0,60.0,1,fed,0.9,"The headline states 'FED SAYS', indicating that the speaker is the Federal Reserve itself, which follows the guideline for identifying the Fed as a speaker.",openai/gpt-4o-mini,0.1,
3566.0,3566.0,562.0,RCUTFFT0AFB4,*BRAINARD: EXPECT TO SEE SOME SLOWING IN GROWTH ABROAD,2022-06-02 14:26:03.296000+00:00,1,-1.0,,,,,,,-1.0,90.0,88.0,85.0,70.0,65.0,78.0,83.0,72.0,75.0,1,brainard,0.95,"The speaker is identified as 'BRAINARD', which follows the 'Title Format' where the title is directly attached to the lastname. The pattern used is consistent with the identification of a speaker in Federal Reserve communications.",openai/gpt-4o-mini,0.1,
3567.0,3567.0,145.0,RCUTCVT0AFBG,"*BRAINARD: WATCHING HOME SALES VERY CLOSELY, WHICH HAVE SOFTENED",2022-06-02 14:24:32.022000+00:00,1,,,,,-1.0,,,-1.0,90.0,100.0,80.0,90.0,80.0,95.0,100.0,90.0,85.0,1,brainard,0.9,"The speaker is identified from the headline as 'BRAINARD', which matches the common pattern of '[LASTNAME]: ...' indicating that the individual is the speaker.",openai/gpt-4o-mini,0.1,
3568.0,3568.0,,RDU2H5T1UM0Y,*BARKIN SEES `MODEST LIGHT' ON HORIZON FOR SUPPLY-CHAIN TANGLES,2022-06-21 15:17:29.752000+00:00,1,,1.0,,,,,,0.0,85.0,95.0,70.0,95.0,95.0,100.0,100.0,90.0,60.0,1,barkin,0.95,"The speaker's lastname was identified as 'BARKIN' from the headline, following the pattern where the lastname is presented first and is followed by a verb. This is a clear case of the Simple Format.",openai/gpt-4o-mini,0.1,
3569.0,3569.0,,RCUSWET0AFB4,*BRAINARD: LOOKING FOR A CONSISTENT STRING OF DATA ON ECONOMY,2022-06-02 14:14:38.015000+00:00,1,,0.0,,,,,,0.0,90.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,70.0,1,brainard,0.95,"The speaker identified is 'BRAINARD', which follows the Title Format pattern where the title is followed by the speaker's name. The text indicates that BRAINARD is making a statement about the economy.",openai/gpt-4o-mini,0.1,
3570.0,3570.0,,RDXV83T0AFB4,*POWELL: FED HASN'T TAKEN DECISION ON SELLING MBS,2022-06-23 16:31:15.181000+00:00,1,,0.0,0.0,,0.0,,,0.0,85.0,100.0,65.0,60.0,100.0,70.0,100.0,100.0,70.0,1,powell,0.95,"The headline features 'POWELL' prominently followed by a colon, indicating that he is the speaker. This aligns with the common pattern of a speaker's lastname being stated directly before a statement.",openai/gpt-4o-mini,0.1,
3571.0,3571.0,,RE8SIHT0G1KW,*POWELL: WORKING HARD TO `GET SMARTER' ABOUT THE SUPPLY SIDE,2022-06-29 14:06:17.276000+00:00,1,,0.0,,,,,0.0,0.0,85.0,100.0,60.0,100.0,100.0,100.0,100.0,60.0,70.0,1,powell,0.9,"The speaker is identified as 'POWELL' at the beginning of the headline, following the pattern of 'SPEAKER: MESSAGE', which indicates that this is the person quoted.",openai/gpt-4o-mini,0.1,
3572.0,3572.0,91.0,RDJ9IJT0G1KZ,"*POWELL: WE'RE NOT SEEING PROGRESS ON INFLATION, WANT TO SEE IT",2022-06-15 19:15:55.667000+00:00,1,,,,,,,-1.0,1.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,1,powell,0.9,Identified the speaker from the headline format which includes 'POWELL:' indicating he is directly quoted.,openai/gpt-4o-mini,0.1,
3573.0,3573.0,,RCT7BOT1UM0X,*BULLARD: WE'LL KEEP A CLOSE EYE ON HOW QT IS PROCEEDING,2022-06-01 17:31:00.275000+00:00,1,,0.0,0.0,,,,,0.0,90.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,75.0,1,bullard,0.95,"The headline starts with 'BULLARD', which indicates that he is the speaker. This follows the 'Simple Format' pattern where the lastname is presented directly before the statement.",openai/gpt-4o-mini,0.1,
3574.0,3574.0,,RDJ96CT1UM0W,*POWELL: HEADLINE INFLATION IS THE FOMC'S ULTIMATE GOAL,2022-06-15 19:08:36.815000+00:00,1,,,,,,,-2.0,1.0,95.0,100.0,70.0,70.0,70.0,100.0,100.0,90.0,75.0,1,powell,0.95,"The headline begins with 'POWELL', indicating that he is the speaker. This follows the 'Simple Format' pattern where the speaker's lastname is mentioned directly at the start.",openai/gpt-4o-mini,0.1,
3575.0,3575.0,,RDJ7IAT1UM10,*POWELL: HOUSING MARKET IS LOOKING SOFTER,2022-06-15 18:32:34.926000+00:00,1,,-1.0,,-1.0,-1.0,,0.0,-1.0,95.0,100.0,70.0,100.0,65.0,90.0,100.0,50.0,75.0,1,powell,0.95,"The headline starts with 'POWELL', which directly indicates the speaker's name. This matches the 'Simple Format' where the last name is clearly stated.",openai/gpt-4o-mini,0.1,
3576.0,3576.0,,RE7GB7T0G1L0,*MESTER: DON’T BE COMPLACENT ABOUT RISING LONG-TERM EXPECTATIONS,2022-06-29 10:15:00.007000+00:00,1,,,,,,,-1.0,1.0,85.0,100.0,90.0,90.0,90.0,100.0,100.0,80.0,75.0,1,mester,0.9,"The speaker is identified as 'MESTER' in the headline, which matches the pattern of 'TITLE LASTNAME SAYS...' where 'MESTER' is the lastname. This was a straightforward identification.",openai/gpt-4o-mini,0.1,
3577.0,3577.0,845.0,RDMHV0T0AFBA,"*BULLARD SAYS FED, ECB HAVE CREDIBILITY, SOFT LANDING FEASIBLE",2022-06-17 13:09:00.325000+00:00,0,,,,,,,,,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,bullard,0.95,"The speaker identified is 'BULLARD', which fits the simple format pattern '[LASTNAME] SAYS...'. The headline starts with the speaker's name followed by 'SAYS', clearly indicating who is speaking.",openai/gpt-4o-mini,0.1,
3578.0,3578.0,,RDXVWAT1UM0Y,*POWELL: CHANGING INFLATION TARGET IS NOT SOMETHING WE'D DO,2022-06-23 16:45:46.340000+00:00,1,,,,,,,1.0,0.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,80.0,1,powell,0.95,"The speaker is identified as 'POWELL' in the headline, following the pattern where the speaker's name is stated directly before a colon (':'). This indicates a direct quote or statement from the individual.",openai/gpt-4o-mini,0.1,
3579.0,3579.0,84.0,RDP1F7T0AFB4,*WALLER: NOT OUR GOAL TO CAUSE A RECESSION BUT ECONOMY MUST SLOW,2022-06-18 22:06:43.320000+00:00,1,,-1.0,,,,,,1.0,95.0,90.0,95.0,85.0,90.0,90.0,90.0,90.0,90.0,1,waller,0.95,"The speaker is identified as 'WALLER', which matches the pattern of a simple format where the lastname is directly mentioned. The headline clearly attributes the statement to this individual.",openai/gpt-4o-mini,0.1,
3580.0,3580.0,,RDSA6FT0G1L3,*BULLARD SAYS US OUTPUT EXPECTED TO KEEP EXPANDING THROUGH 2022,2022-06-20 16:45:00.003000+00:00,1,,1.0,,,,,,1.0,95.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,75.0,1,bullard,1.0,"The headline starts with 'BULLARD SAYS', which follows the common pattern of '[LASTNAME] SAYS...', making 'bullard' the identifiable speaker.",openai/gpt-4o-mini,0.1,
3581.0,3581.0,75.0,RDUI6ET0G1LE,*BARKIN DOESN’T SEE A SEVERE FINANCIAL CRISIS BEING IN THE CARDS,2022-06-21 21:15:00.003000+00:00,1,,,2.0,,,,,0.0,95.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,85.0,1,barkin,0.9,"The speaker is identified as 'BARKIN' in the headline, which follows the action format. 'BARKIN' is the first and only person mentioned, and the context indicates he is expressing a view.",openai/gpt-4o-mini,0.1,
3582.0,3582.0,,RDVR19T0G1KW,*HARKER: DATA OVER NEXT FEW WEEKS WILL DETERMINE RATE INCREASE,2022-06-22 13:05:33.200000+00:00,1,,1.0,,,,1.0,-1.0,1.0,95.0,100.0,85.0,100.0,100.0,100.0,85.0,80.0,85.0,1,harker,0.9,"The headline starts with 'HARKER', which indicates that he is the speaker being quoted. This follows the common pattern of 'Simple Format' where the speaker's lastname is stated directly before the verb.",openai/gpt-4o-mini,0.1,
3583.0,3583.0,90.0,RDVTD0T0AFB5,*POWELL: I DON'T EXPECT FED HIKE TO REDUCE GAS PRICES,2022-06-22 13:55:48.143000+00:00,1,,-1.0,0.0,-1.0,,,-1.0,0.0,95.0,100.0,70.0,90.0,90.0,100.0,100.0,85.0,75.0,1,powell,0.95,"The headline begins with 'POWELL', clearly indicating that Jerome Powell is the speaker. This follows the 'Simple Format' pattern where the lastname is directly mentioned.",openai/gpt-4o-mini,0.1,
3584.0,3584.0,930.0,RDVR03T1UM0Z,*HARKER: WANT TO GET ABOVE 3% INTEREST RATE BY YEAR END,2022-06-22 13:04:51.460000+00:00,1,,2.0,2.0,-1.0,-1.0,,-2.0,2.0,95.0,100.0,90.0,90.0,75.0,75.0,100.0,90.0,95.0,1,harker,0.9,"The headline begins with 'HARKER' followed by a colon, indicating that Harker is the speaker being quoted. This follows the Simple Format pattern of '[LASTNAME] SAYS...'.",openai/gpt-4o-mini,0.1,
3585.0,3585.0,,RE71CXT0AFB4,*BULLARD: FED TAKEN FIRST STEPS TO RETURN INFLATION TO TARGET,2022-06-28 15:22:09.383000+00:00,1,,0.0,,,,,-1.0,0.0,95.0,100.0,70.0,100.0,80.0,100.0,100.0,90.0,85.0,1,bullard,0.95,"The headline starts with 'BULLARD', which indicates the speaker's lastname directly. This fits the Simple Format pattern where the speaker's lastname is mentioned first.",openai/gpt-4o-mini,0.1,
3586.0,3586.0,,RE6U16T0AFB4,*WILLIAMS: NOT SEEING ANY SIGNS OF A TAPER TANTRUM,2022-06-28 12:43:54.136000+00:00,1,,0.0,0.0,,,,0.0,0.0,95.0,100.0,80.0,90.0,100.0,100.0,100.0,75.0,85.0,1,williams,0.95,"The speaker is identified as 'WILLIAMS' in the headline, following the common 'Simple Format' where the lastname is stated directly.",openai/gpt-4o-mini,0.1,
3587.0,3587.0,52.0,RDXQ54T0G1L3,*POWELL: FED PIVOTED WHEN WE SAW SUPPLY-SIDE INF DIDN'T EASE,2022-06-23 14:41:28.631000+00:00,1,,0.0,,,,,-1.0,1.0,95.0,100.0,65.0,70.0,65.0,100.0,100.0,90.0,75.0,1,powell,0.95,"The headline starts with 'POWELL:', indicating that Jerome Powell is the primary speaker being quoted directly. This fits the 'Simple Format' pattern where the speaker's lastname is presented first, followed by a statement.",openai/gpt-4o-mini,0.1,
3588.0,3588.0,117.0,RDXT62T0G1KW,*POWELL: HIGH S-T PRICE EXPECTATIONS NOT COMFORTABLE PLACE TO BE,2022-06-23 15:46:50.811000+00:00,1,,,-1.0,-2.0,,,-2.0,1.0,95.0,100.0,70.0,80.0,85.0,100.0,100.0,90.0,85.0,1,powell,0.95,"The headline starts with 'POWELL', indicating that he is the speaker being quoted. This aligns with the 'Simple Format' pattern where the last name is directly stated.",openai/gpt-4o-mini,0.1,
3589.0,3589.0,,RCWXCXT1UM19,*MESTER: COULD BACK 50 BPS SEPT. HIKE IF INFLATION DOESN’T COOL,2022-06-03 17:46:09.559000+00:00,1,,,1.0,,,,-1.0,2.0,95.0,100.0,100.0,80.0,100.0,100.0,100.0,95.0,90.0,1,mester,0.9,"The headline begins with 'MESTER', which follows the common pattern of '[LASTNAME] SAYS...'. Therefore, I identified 'mester' as the speaker.",openai/gpt-4o-mini,0.1,
3590.0,3590.0,,RDMKSWT0G1L4,*FED'S KASHKARI SAYS COULD SUPPORT ANOTHER 75 BPS HIKE IN JULY,2022-06-17 14:12:32.986000+00:00,1,,,,,,,,2.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,1,kashkari,0.95,"The headline follows the 'FED Format' where it states 'FED'S KASHKARI SAYS...', clearly indicating that 'KASHKARI' is the speaker.",openai/gpt-4o-mini,0.1,
3591.0,3591.0,855.0,RDZCOFT0AFB5,*BULLARD: RATE HIKES TO SLOW ECONOMY TO `TREND PACE' OF GROWTH,2022-06-24 11:45:51.280000+00:00,1,,-1.0,,,,,,1.0,95.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,85.0,1,bullard,0.95,"The headline starts with 'BULLARD', which indicates that this person is the speaker being quoted. This fits the 'Simple Format' pattern where the speaker's last name is mentioned directly.",openai/gpt-4o-mini,0.1,
3592.0,3592.0,84.0,RDZX98T0AFB9,*DALY: ADDITIONAL FED TIGHTENING BEYOND NEUTRAL LIKELY NEXT STEP,2022-06-24 20:00:00.005000+00:00,1,,1.0,1.0,0.0,,,-1.0,2.0,95.0,100.0,85.0,80.0,100.0,100.0,100.0,80.0,90.0,1,daly,0.95,"The headline begins with 'DALY', which indicates that the speaker is likely Mary Daly, the president of the San Francisco Federal Reserve. This follows the common pattern of a simple format where the last name is presented at the beginning of the statement.",openai/gpt-4o-mini,0.1,
3593.0,3593.0,,RDVTDLT0G1KW,*POWELL: FED HIKES LIKELY WON'T BRING DOWN FOOD PRICES,2022-06-22 13:56:09.091000+00:00,1,,1.0,,-1.0,,,-1.0,0.0,95.0,100.0,80.0,100.0,85.0,100.0,100.0,90.0,92.0,1,powell,0.9,"The headline starts with 'POWELL:', indicating that Powell is the speaker. This matches the 'Simple Format' where the person's last name is directly stated before a colon.",openai/gpt-4o-mini,0.1,
3595.0,3595.0,2.0,RE8SDET0G1KW,*POWELL: WE DON'T HAVE RESPONSIBILITY FOR LEVEL OF DOLLAR,2022-06-29 14:03:14.158000+00:00,0,,,,,,,,,85.0,65.0,90.0,80.0,90.0,90.0,90.0,90.0,75.0,1,powell,0.95,"The headline starts with 'POWELL', which indicates that he is the speaker. This follows the 'Simple Format' pattern where the last name is mentioned first.",openai/gpt-4o-mini,0.1,
3596.0,3596.0,884.0,RE8Q78T0G1KW,"*POWELL: RAISING RATES TO SLOW GROWTH, HOPE IT STAYS POSITIVE",2022-06-29 13:16:20.325000+00:00,1,,-1.0,,,,,,1.0,95.0,100.0,90.0,60.0,70.0,100.0,80.0,80.0,90.0,1,powell,0.9,"The headline starts with 'POWELL:', indicating that Jerome Powell is the speaker. This follows the 'Simple Format' pattern where the speaker's name is directly mentioned followed by a statement.",openai/gpt-4o-mini,0.1,
3597.0,3597.0,,RE8S0BT1UM0W,"*POWELL: PROCESS COULD WORK IN REVERSE, COOLING PRICES FASTER",2022-06-29 13:55:23.632000+00:00,1,,,,,,,1.0,-1.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,80.0,1,powell,0.95,"The headline starts with 'POWELL:', indicating that Jerome Powell is the speaker. This follows the 'Simple Format' pattern where the lastname directly follows the person's name.",openai/gpt-4o-mini,0.1,
3599.0,3599.0,,RE8ABJT0AFB5,*US FEDERAL RESERVE BANK OF CLEVELAND'S LORETTA MESTER ON CNBC,2022-06-29 07:33:19.308000+00:00,0,,,,,,,,,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,mester,0.95,"Identified the speaker as LORETTA MESTER from the headline, following the pattern of 'ORGANIZATION'S [LASTNAME]'. The organization's name is US FEDERAL RESERVE BANK OF CLEVELAND, making MESTER the speaker.",openai/gpt-4o-mini,0.1,
3601.0,3601.0,,RDJA0JT0AFB9,*FEDERAL RESERVE CHAIR JEROME POWELL ENDS PRESS CONFERENCE,2022-06-15 19:26:43.783000+00:00,0,,,,,,,,,,,,,,,,,,1,powell,0.95,"The headline mentions 'FEDERAL RESERVE CHAIR JEROME POWELL', which follows the Title Format for identifying the speaker. The lastname 'POWELL' was extracted directly from this format.",openai/gpt-4o-mini,0.1,
3602.0,3602.0,689.0,RENUCTDWLU68,*WALLER: INFLATION IS TAX ON ECONOMIC ACTIVITY,2022-07-07 17:10:05.192000+00:00,1,,-1.0,,-1.0,,,-1.0,-1.0,95.0,100.0,85.0,90.0,80.0,100.0,100.0,90.0,75.0,1,waller,1.0,"The headline starts with 'WALLER', indicating that he is the speaker. This follows the pattern of 'SIMPLE FORMAT' where the speaker's lastname is presented directly.",openai/gpt-4o-mini,0.1,
3603.0,3603.0,43.0,RENVUYDWRGG0,*BULLARD: BASE CASE IS FOR A SOFT LANDING FOR US ECONOMY,2022-07-07 17:42:34.717000+00:00,1,,1.0,,,,,,0.0,90.0,100.0,85.0,80.0,100.0,100.0,100.0,100.0,75.0,1,bullard,0.95,"The headline starts with 'BULLARD', indicating that he is the speaker being quoted. This aligns with the 'Simple Format' pattern where the speaker's lastname is mentioned directly.",openai/gpt-4o-mini,0.1,
3604.0,3604.0,,RFP06HT0AFBI,*POWELL: SUSTAINED SUPPLY SHOCKS CAN DEANCHOR PRICE EXPECTATIONS,2022-07-27 18:47:05.384000+00:00,1,,,,,,,-1.0,0.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,70.0,1,powell,0.95,"The headline begins with 'POWELL', which directly identifies the speaker. This fits the 'Simple Format' where the lastname is stated first.",openai/gpt-4o-mini,0.1,
3605.0,3605.0,,RFS4FRT0AFB4,"*BOSTIC: PACE, SIZE OF FUTURE FED RATE HIKES DEPENDS ON THE DATA",2022-07-29 11:11:51.089000+00:00,1,,,,,,,,0.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,1,bostic,0.9,"The headline follows the Simple Format where 'BOSTIC' is presented as the speaker followed by a colon, indicating a statement or quote from this individual.",openai/gpt-4o-mini,0.1,
3607.0,3607.0,,REPHQ9DWX2PV,*WILLIAMS: WILL WATCH DATA TO DETERMINE HOW HIGH OR FAST TO HIKE,2022-07-08 15:00:00.003000+00:00,1,,0.0,0.0,,,,0.0,2.0,90.0,100.0,60.0,70.0,100.0,100.0,100.0,60.0,75.0,1,williams,0.9,"The speaker is identified as 'WILLIAMS' in the headline, which follows the 'Simple Format' where the lastname is directly stated at the beginning.",openai/gpt-4o-mini,0.1,
3608.0,3608.0,,REPU5KT0G1KZ,"*US MAY CONSUMER CREDIT RISES $22.3 BILLION, FED SAYS",2022-07-08 19:00:56.529000+00:00,0,,1.0,1.0,1.0,,,,,90.0,100.0,60.0,70.0,85.0,100.0,100.0,100.0,75.0,1,fed,1.0,"The headline indicates that the Federal Reserve is speaking, as it states 'FED SAYS'. This matches the pattern for identifying the speaker as the Fed itself.",openai/gpt-4o-mini,0.1,
3609.0,3609.0,,RFP0Z3T0G1KW,*POWELL: SUBDUED LABOR-FORCE PARTICIPATION MAY BE COVID-RELATED,2022-07-27 19:04:15.021000+00:00,1,,-1.0,,,,-1.0,,0.0,90.0,100.0,80.0,100.0,100.0,100.0,85.0,100.0,75.0,1,powell,0.95,"The headline begins with 'POWELL', indicating that Jerome Powell is the speaker being quoted. This follows the 'Simple Format' pattern where the speaker's lastname is mentioned directly.",openai/gpt-4o-mini,0.1,
3610.0,3610.0,,RENWCJDWRGG0,*WALLER: CRYPTO VOLATILITY NOT HAD WIDER IMPACT ON FIN. SYSTEM,2022-07-07 17:53:07.182000+00:00,1,,,1.0,,,,,0.0,95.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,80.0,1,waller,0.9,"The headline starts with 'WALLER', indicating the speaker's name directly. This fits the Simple Format pattern where the lastname is directly mentioned.",openai/gpt-4o-mini,0.1,
3611.0,3611.0,462.0,REUZLET1UM0X,*GEORGE: SYMPATHETIC TO VIEW RATES NEED TO RISE RAPIDLY,2022-07-11 14:00:00.003000+00:00,1,,1.0,1.0,,,,-1.0,1.0,95.0,100.0,80.0,85.0,100.0,100.0,100.0,80.0,90.0,1,george,0.9,"The speaker is identified as 'GEORGE' in the headline, and it follows the pattern where a single last name is presented as the speaker. This matches the common patterns for speaker identification.",openai/gpt-4o-mini,0.1,
